"time","ax","ay","az","a_mag"
8.257153170E-1,7.171289444E0,-1.031306505E0,6.859624386E0,9.977245718E0
8.282603170E-1,6.917650223E0,-7.339983582E-1,6.969694138E0,9.847297831E0
8.308053170E-1,6.744768620E0,-5.377869010E-1,6.945765972E0,9.696637738E0
8.333503170E-1,6.615556240E0,-3.367897868E-1,6.974479675E0,9.618855362E0
8.358953170E-1,6.529414654E0,-2.027917206E-1,7.003193855E0,9.577009156E0
8.384403170E-1,6.419344902E0,-1.262213886E-1,6.998407841E0,9.497454033E0
8.409853170E-1,6.510272026E0,-7.836493850E-2,7.022336483E0,9.576167950E0
8.435303170E-1,6.653841496E0,-7.357929647E-2,7.065407276E0,9.705616958E0
8.460733900E-1,6.898507595E0,-6.879365444E-2,7.031907558E0,9.850982871E0
8.486101090E-1,7.147361279E0,-8.315058798E-2,6.974479675E0,9.986743914E0
8.511468280E-1,7.467999458E0,-4.965107143E-2,6.945765972E0,1.019887965E1
8.536835470E-1,7.697710514E0,-2.572284266E-2,6.830910206E0,1.029158603E1
8.562285470E-1,7.880163193E0,-4.007977992E-2,6.783053875E0,1.039751885E1
8.587763590E-1,8.004590034E0,-2.572284266E-2,6.802196503E0,1.050447526E1
8.613135470E-1,8.181658745E0,-6.879365444E-2,6.792625427E0,1.063409764E1
8.638507340E-1,8.315656662E0,-1.597209126E-1,6.873981476E0,1.079014726E1
8.663879220E-1,8.502297401E0,-2.123630047E-1,6.806982040E0,1.089353770E1
8.689251090E-1,8.679366112E0,-2.985046208E-1,6.619743824E0,1.091977607E1
8.714622970E-1,8.933603287E0,-3.798605800E-1,6.413960934E0,1.100420177E1
8.739994840E-1,9.139386177E0,-5.042873621E-1,6.256034851E0,1.108695889E1
8.765444840E-1,9.345169067E0,-5.760720372E-1,6.184250355E0,1.122091780E1
8.790893280E-1,9.608379364E0,-6.717849374E-1,6.069394588E0,1.138462998E1
8.816269320E-1,9.915258408E0,-6.526423693E-1,5.930611134E0,1.157196784E1
8.841644840E-1,1.018804073E1,-4.947160780E-1,5.810969830E0,1.173917750E1
8.867020360E-1,1.045125103E1,-2.027917206E-1,5.724828243E0,1.191819747E1
8.892396400E-1,1.048953629E1,1.178465188E-1,5.633302689E0,1.190707178E1
8.917771920E-1,1.046082211E1,4.151547253E-1,5.671587944E0,1.190663942E1
8.943147450E-1,1.047517967E1,6.831508875E-1,5.604588985E0,1.189989504E1
8.968644840E-1,1.056132126E1,8.315058947E-1,5.590231895E0,1.197846407E1
